name,new-domain,new-check,new-base,old-domain,old-check,old-base,old-uri,new-uri,old-fullurl,new-fullurl,old-fullurl,new-fullurl,old-fullurl,new-fullurl
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,clear-otp-setup,preset-flows/automated-identity-and-access-management/clear-otp-setup,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,export-audits-report,preset-flows/data-analysis-insights-and-reporting/export-audits-report,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,export-users-permissions,preset-flows/data-analysis-insights-and-reporting/export-users-permissions,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,folder-content-report,preset-flows/data-analysis-insights-and-reporting/folder-content-report,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,purge-files-older,preset-flows/data-analysis-insights-and-reporting/purge-files-older,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,read-license-stats,preset-flows/data-analysis-insights-and-reporting/read-license-stats,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,storage-usage,preset-flows/data-analysis-insights-and-reporting/storage-usage,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,smartform-submission,preset-flows/workflow-automation/smartform-submission,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,validation-workflow,preset-flows/workflow-automation/validation-workflow,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,create-smartform,preset-flows/workflow-automation/create-smartform,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,pdf-thumbnails,preset-flows/data-formatting-and-conversion/pdf-thumbnails,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,recompute-hashes,preset-flows/data-formatting-and-conversion/recompute-hashes,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,scan-antivirus,preset-flows/data-formatting-and-conversion/scan-with-antivirus,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,tika-contents-extraction,preset-flows/data-formatting-and-conversion/tika-contents-extraction,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,users-pdf-actions,preset-flows/data-formatting-and-conversion/users-pdf-actions,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,broken-thumbnails,preset-flows/data-formatting-and-conversion/broken-thumbnails,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,convert-tools,preset-flows/data-formatting-and-conversion/convert-tools,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,user-metadata,actions/files-folders-operations/user-metadata,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,copymove,actions/files-folders-operations/copy-move,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,delete-aafiles,actions/files-folders-operations/delete-files,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,resources-exist,actions/files-folders-operations/resources-exist,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,store-internal-meta,actions/files-folders-operations/store-internal-meta,,,,,,
